node_id,node_type,node_category,hasGroupId,hasGender,hasAge,hasSeverity,hasSiteOfInfection,hasDiseaseStatus,hasTissue,hasGroupDay,hasNeutrophilProportion,hasTypeRegulation,hasPValue,hasLog2_FC,hasName,hasDescription,hasID,hasURI,normalized_label,short_label
Reaction_R-HSA-180603,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-180603,R-HSA-180603
Reaction_R-HSA-187574,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-187574,R-HSA-187574
Reaction_R-HSA-188191,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-188191,R-HSA-188191
Reaction_R-HSA-209061,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-209061,R-HSA-209061
Reaction_R-HSA-211715,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-211715,R-HSA-211715
Reaction_R-HSA-2130282,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-2130282,R-HSA-2130282
Reaction_R-HSA-264458,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-264458,R-HSA-264458
Reaction_R-HSA-353125,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-353125,R-HSA-353125
Reaction_R-HSA-3640874,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-3640874,R-HSA-3640874
Reaction_R-HSA-450466,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-450466,R-HSA-450466
Reaction_R-HSA-4608855,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-4608855,R-HSA-4608855
Reaction_R-HSA-4641256,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-4641256,R-HSA-4641256
Reaction_R-HSA-4641260,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-4641260,R-HSA-4641260
Reaction_R-HSA-5362448,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5362448,R-HSA-5362448
Reaction_R-HSA-5387392,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5387392,R-HSA-5387392
Reaction_R-HSA-5607724,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5607724,R-HSA-5607724
Reaction_R-HSA-5607731,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5607731,R-HSA-5607731
Reaction_R-HSA-5610754,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5610754,R-HSA-5610754
Reaction_R-HSA-5610757,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5610757,R-HSA-5610757
Reaction_R-HSA-5610758,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5610758,R-HSA-5610758
Reaction_R-HSA-5610760,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5610760,R-HSA-5610760
Reaction_R-HSA-5635854,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5635854,R-HSA-5635854
Reaction_R-HSA-5635868,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5635868,R-HSA-5635868
Reaction_R-HSA-5658430,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5658430,R-HSA-5658430
Reaction_R-HSA-5665854,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5665854,R-HSA-5665854
Reaction_R-HSA-5665871,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5665871,R-HSA-5665871
Reaction_R-HSA-5668481,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5668481,R-HSA-5668481
Reaction_R-HSA-5668520,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5668520,R-HSA-5668520
Reaction_R-HSA-5687112,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5687112,R-HSA-5687112
Reaction_R-HSA-5689539,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5689539,R-HSA-5689539
Reaction_R-HSA-68825,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-68825,R-HSA-68825
Reaction_R-HSA-68948,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-68948,R-HSA-68948
Reaction_R-HSA-69016,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-69016,R-HSA-69016
Reaction_R-HSA-69600,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-69600,R-HSA-69600
Reaction_R-HSA-75825,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-75825,R-HSA-75825
Reaction_R-HSA-8850992,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8850992,R-HSA-8850992
Reaction_R-HSA-8852354,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8852354,R-HSA-8852354
Reaction_R-HSA-8854044,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8854044,R-HSA-8854044
Reaction_R-HSA-8854071,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8854071,R-HSA-8854071
Reaction_R-HSA-8866553,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8866553,R-HSA-8866553
Reaction_R-HSA-8866858,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8866858,R-HSA-8866858
Reaction_R-HSA-8932355,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8932355,R-HSA-8932355
Reaction_R-HSA-8939801,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8939801,R-HSA-8939801
Reaction_R-HSA-8952408,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8952408,R-HSA-8952408
Reaction_R-HSA-8956140,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8956140,R-HSA-8956140
Reaction_R-HSA-8956184,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8956184,R-HSA-8956184
Reaction_R-HSA-8957265,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8957265,R-HSA-8957265
Reaction_R-HSA-9008110,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9008110,R-HSA-9008110
Reaction_R-HSA-9009362,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9009362,R-HSA-9009362
Reaction_R-HSA-9011313,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9011313,R-HSA-9011313
Reaction_R-HSA-9604642,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9604642,R-HSA-9604642
Reaction_R-HSA-9755303,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9755303,R-HSA-9755303
Reaction_R-HSA-9755306,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9755306,R-HSA-9755306
Reaction_R-HSA-9762096,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9762096,R-HSA-9762096
Reaction_R-HSA-9766223,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9766223,R-HSA-9766223
Reaction_R-HSA-9825555,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9825555,R-HSA-9825555
Reaction_R-HSA-983150,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-983150,R-HSA-983150
Reaction_R-HSA-9907980,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9907980,R-HSA-9907980
Reaction_R-HSA-9908026,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9908026,R-HSA-9908026
Reaction_R-HSA-9908178,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9908178,R-HSA-9908178
Reaction_R-HSA-9908800,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9908800,R-HSA-9908800
Reaction_R-HSA-9929352,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9929352,R-HSA-9929352
Reaction_R-HSA-9929486,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9929486,R-HSA-9929486
Reaction_R-HSA-9931314,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9931314,R-HSA-9931314
Reaction_R-HSA-9934884,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9934884,R-HSA-9934884
Reaction_R-HSA-9934887,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9934887,R-HSA-9934887
Reaction_R-HSA-9934893,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9934893,R-HSA-9934893
Reaction_R-HSA-9949676,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9949676,R-HSA-9949676
Reaction_R-HSA-9954728,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9954728,R-HSA-9954728
Reaction_R-NUL-212917,Reaction,Other,,,,,,,,,,,,,,,,,R-NUL-212917,R-NUL-212917
Reaction_R-NUL-5610751,Reaction,Other,,,,,,,,,,,,,,,,,R-NUL-5610751,R-NUL-5610751
Reaction_R-NUL-9011324,Reaction,Other,,,,,,,,,,,,,,,,,R-NUL-9011324,R-NUL-9011324
Reaction_R-NUL-9604648,Reaction,Other,,,,,,,,,,,,,,,,,R-NUL-9604648,R-NUL-9604648
Reaction_R-HSA-212252,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-212252,R-HSA-212252
Reaction_R-HSA-212263,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-212263,R-HSA-212263
Reaction_R-HSA-5638332,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5638332,R-HSA-5638332
Reaction_R-HSA-6802927,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-6802927,R-HSA-6802927
Reaction_R-HSA-163748,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-163748,R-HSA-163748
Reaction_R-HSA-75885,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-75885,R-HSA-75885
Reaction_R-HSA-9859084,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9859084,R-HSA-9859084
Reaction_R-HSA-110144,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-110144,R-HSA-110144
Reaction_R-HSA-110145,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-110145,R-HSA-110145
Reaction_R-HSA-205039,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-205039,R-HSA-205039
Reaction_R-HSA-419166,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-419166,R-HSA-419166
Reaction_R-HSA-8980691,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8980691,R-HSA-8980691
Reaction_R-HSA-9013023,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9013023,R-HSA-9013023
Reaction_R-HSA-9013109,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9013109,R-HSA-9013109
Reaction_R-HSA-9821366,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9821366,R-HSA-9821366
Reaction_R-HSA-9821368,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9821368,R-HSA-9821368
Reaction_R-HSA-5661256,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5661256,R-HSA-5661256
Reaction_R-HSA-5692232,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5692232,R-HSA-5692232
Reaction_R-HSA-351222,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-351222,R-HSA-351222
Reaction_R-HSA-6803789,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-6803789,R-HSA-6803789
Reaction_R-HSA-188979,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-188979,R-HSA-188979
Reaction_R-HSA-191114,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-191114,R-HSA-191114
Reaction_R-HSA-9013438,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9013438,R-HSA-9013438
Reaction_R-HSA-9948427,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9948427,R-HSA-9948427
Reaction_R-HSA-450387,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-450387,R-HSA-450387
Reaction_R-HSA-450595,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-450595,R-HSA-450595
Reaction_R-HSA-182263,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-182263,R-HSA-182263
Reaction_R-HSA-182279,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-182279,R-HSA-182279
Reaction_R-HSA-182286,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-182286,R-HSA-182286
Reaction_R-HSA-2130619,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-2130619,R-HSA-2130619
Reaction_R-HSA-2130641,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-2130641,R-HSA-2130641
Reaction_R-HSA-2213236,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-2213236,R-HSA-2213236
Reaction_R-HSA-421831,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-421831,R-HSA-421831
Reaction_R-HSA-421833,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-421833,R-HSA-421833
Reaction_R-HSA-421835,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-421835,R-HSA-421835
Reaction_R-HSA-421836,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-421836,R-HSA-421836
Reaction_R-HSA-432688,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-432688,R-HSA-432688
Reaction_R-HSA-432706,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-432706,R-HSA-432706
Reaction_R-HSA-432707,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-432707,R-HSA-432707
Reaction_R-HSA-432712,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-432712,R-HSA-432712
Reaction_R-HSA-5333658,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5333658,R-HSA-5333658
Reaction_R-HSA-8951498,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8951498,R-HSA-8951498
Reaction_R-HSA-167537,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-167537,R-HSA-167537
Reaction_R-HSA-167597,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-167597,R-HSA-167597
Reaction_R-HSA-167601,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-167601,R-HSA-167601
Reaction_R-HSA-177479,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-177479,R-HSA-177479
Reaction_R-HSA-177491,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-177491,R-HSA-177491
Reaction_R-HSA-177501,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-177501,R-HSA-177501
Reaction_R-HSA-182171,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-182171,R-HSA-182171
Reaction_R-HSA-182186,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-182186,R-HSA-182186
Reaction_R-HSA-182198,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-182198,R-HSA-182198
Reaction_R-HSA-2130486,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-2130486,R-HSA-2130486
Reaction_R-HSA-2130640,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-2130640,R-HSA-2130640
Reaction_R-HSA-2130725,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-2130725,R-HSA-2130725
Reaction_R-HSA-374696,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-374696,R-HSA-374696
Reaction_R-HSA-392748,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-392748,R-HSA-392748
Reaction_R-HSA-392749,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-392749,R-HSA-392749
Reaction_R-HSA-416639,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-416639,R-HSA-416639
Reaction_R-HSA-421007,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-421007,R-HSA-421007
Reaction_R-HSA-443783,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-443783,R-HSA-443783
Reaction_R-HSA-445071,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-445071,R-HSA-445071
Reaction_R-HSA-445077,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-445077,R-HSA-445077
Reaction_R-HSA-445079,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-445079,R-HSA-445079
Reaction_R-HSA-5138433,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5138433,R-HSA-5138433
Reaction_R-HSA-5138459,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5138459,R-HSA-5138459
Reaction_R-HSA-5140747,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5140747,R-HSA-5140747
Reaction_R-HSA-555065,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-555065,R-HSA-555065
Reaction_R-HSA-6784729,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-6784729,R-HSA-6784729
Reaction_R-HSA-6784735,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-6784735,R-HSA-6784735
Reaction_R-HSA-6784738,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-6784738,R-HSA-6784738
Reaction_R-HSA-6798743,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-6798743,R-HSA-6798743
Reaction_R-HSA-6800426,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-6800426,R-HSA-6800426
Reaction_R-HSA-8855130,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8855130,R-HSA-8855130
Reaction_R-HSA-8855131,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8855131,R-HSA-8855131
Reaction_R-HSA-8856808,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8856808,R-HSA-8856808
Reaction_R-HSA-8856813,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8856813,R-HSA-8856813
Reaction_R-HSA-8862280,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8862280,R-HSA-8862280
Reaction_R-HSA-8866277,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8866277,R-HSA-8866277
Reaction_R-HSA-8866279,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8866279,R-HSA-8866279
Reaction_R-HSA-8866283,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8866283,R-HSA-8866283
Reaction_R-HSA-8867754,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8867754,R-HSA-8867754
Reaction_R-HSA-8867756,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8867756,R-HSA-8867756
Reaction_R-HSA-8868071,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8868071,R-HSA-8868071
Reaction_R-HSA-8868072,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8868072,R-HSA-8868072
Reaction_R-HSA-8871196,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8871196,R-HSA-8871196
Reaction_R-HSA-9681616,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9681616,R-HSA-9681616
Reaction_R-HSA-5691512,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5691512,R-HSA-5691512
Reaction_R-HSA-6800434,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-6800434,R-HSA-6800434
Reaction_R-HSA-1251997,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-1251997,R-HSA-1251997
Reaction_R-HSA-157353,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-157353,R-HSA-157353
Reaction_R-HSA-157640,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-157640,R-HSA-157640
Reaction_R-HSA-193682,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-193682,R-HSA-193682
Reaction_R-HSA-1980109,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-1980109,R-HSA-1980109
Reaction_R-HSA-1980112,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-1980112,R-HSA-1980112
Reaction_R-HSA-205112,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-205112,R-HSA-205112
Reaction_R-HSA-2220988,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-2220988,R-HSA-2220988
Reaction_R-HSA-2974731,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-2974731,R-HSA-2974731
Reaction_R-HSA-3928656,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-3928656,R-HSA-3928656
Reaction_R-HSA-9010096,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9010096,R-HSA-9010096
Reaction_R-HSA-9013361,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9013361,R-HSA-9013361
Reaction_R-HSA-9017817,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9017817,R-HSA-9017817
Reaction_R-HSA-9604294,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9604294,R-HSA-9604294
Reaction_R-HSA-9839376,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9839376,R-HSA-9839376
Reaction_R-NUL-2197556,Reaction,Other,,,,,,,,,,,,,,,,,R-NUL-2197556,R-NUL-2197556
Reaction_R-NUL-9604300,Reaction,Other,,,,,,,,,,,,,,,,,R-NUL-9604300,R-NUL-9604300
Reaction_R-HSA-9013144,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9013144,R-HSA-9013144
Reaction_R-HSA-9013437,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9013437,R-HSA-9013437
Reaction_R-HSA-9018794,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9018794,R-HSA-9018794
Reaction_R-HSA-9693282,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9693282,R-HSA-9693282
Reaction_R-HSA-8981637,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8981637,R-HSA-8981637
Reaction_R-HSA-9013111,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9013111,R-HSA-9013111
Reaction_R-HSA-9013161,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9013161,R-HSA-9013161
Reaction_R-HSA-9018766,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9018766,R-HSA-9018766
Reaction_R-HSA-114544,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-114544,R-HSA-114544
Reaction_R-HSA-114548,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-114548,R-HSA-114548
Reaction_R-HSA-3769447,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-3769447,R-HSA-3769447
Reaction_R-HSA-9679787,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9679787,R-HSA-9679787
Reaction_R-HSA-427409,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-427409,R-HSA-427409
Reaction_R-HSA-433672,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-433672,R-HSA-433672
Reaction_R-HSA-5227490,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5227490,R-HSA-5227490
Reaction_R-HSA-210404,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-210404,R-HSA-210404
Reaction_R-HSA-6798748,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-6798748,R-HSA-6798748
Reaction_R-HSA-2168079,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-2168079,R-HSA-2168079
Reaction_R-HSA-2430552,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-2430552,R-HSA-2430552
Reaction_R-HSA-5620918,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5620918,R-HSA-5620918
Reaction_R-HSA-5620921,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5620921,R-HSA-5620921
Reaction_R-HSA-5623513,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5623513,R-HSA-5623513
Reaction_R-HSA-5623519,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5623519,R-HSA-5623519
Reaction_R-HSA-5623521,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5623521,R-HSA-5623521
Reaction_R-HSA-5623524,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5623524,R-HSA-5623524
Reaction_R-HSA-5623525,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5623525,R-HSA-5623525
Reaction_R-HSA-5623527,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5623527,R-HSA-5623527
Reaction_R-HSA-8952039,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8952039,R-HSA-8952039
Reaction_R-HSA-8952044,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8952044,R-HSA-8952044
Reaction_R-HSA-8955241,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8955241,R-HSA-8955241
Reaction_R-HSA-8955289,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8955289,R-HSA-8955289
Reaction_R-HSA-8956040,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8956040,R-HSA-8956040
Reaction_R-HSA-983140,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-983140,R-HSA-983140
Reaction_R-HSA-983147,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-983147,R-HSA-983147
Reaction_R-HSA-983156,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-983156,R-HSA-983156
Reaction_R-HSA-983157,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-983157,R-HSA-983157
Reaction_R-HSA-3364014,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-3364014,R-HSA-3364014
Reaction_R-HSA-3364026,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-3364026,R-HSA-3364026
Reaction_R-HSA-3364042,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-3364042,R-HSA-3364042
Reaction_R-HSA-5159245,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5159245,R-HSA-5159245
Reaction_R-HSA-5244692,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5244692,R-HSA-5244692
Reaction_R-HSA-5617431,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5617431,R-HSA-5617431
Reaction_R-HSA-5617452,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5617452,R-HSA-5617452
Reaction_R-HSA-5617454,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5617454,R-HSA-5617454
Reaction_R-HSA-5617471,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5617471,R-HSA-5617471
Reaction_R-HSA-5617483,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5617483,R-HSA-5617483
Reaction_R-HSA-5617484,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5617484,R-HSA-5617484
Reaction_R-HSA-5617486,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5617486,R-HSA-5617486
Reaction_R-HSA-5617492,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5617492,R-HSA-5617492
Reaction_R-HSA-5617641,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5617641,R-HSA-5617641
Reaction_R-HSA-5617661,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5617661,R-HSA-5617661
Reaction_R-HSA-5617672,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5617672,R-HSA-5617672
